geneId	total	isoform_def	isoform_undef
Pdzrn3	93	9	84
Agt	1	0	1
Mcee	187	161	26
Gemin2	85	69	16
Plp2	169	155	14
Plp1	59	4	55
Atxn3	65	40	25
Atxn1	63	0	63
Atxn2	195	87	108
Ripply2	17	10	7
Atxn7	76	0	76
Ripply3	1	0	1
Rimbp2	3	0	3
Rimbp3	2	2	0
Ahr	40	0	40
Hist1h3d	8	8	0
Fam58b	253	252	1
Hist1h3e	19	19	0
Hist1h3b	15	15	0
Hist1h3c	19	19	0
Hist1h3h	14	14	0
Hist1h3i	17	17	0
Hist1h3f	20	20	0
Hist1h3g	8	8	0
Pls3	83	14	69
Oip5	27	21	6
Pls1	4	1	3
Hist1h3a	19	19	0
Nfix	5024	430	4594
Mtrf1	47	39	8
Ak1	264	192	72
Cfl1	9518	8640	878
Dio2	3	0	3
Ak3	180	115	65
Cfl2	1624	1292	332
Dio3	3	3	0
Ak2	571	441	130
Aip	368	317	51
Ak5	4	1	3
Ak4	23	1	22
Ak6	189	31	158
Fam57a	28	10	18
Fam57b	910	674	236
Thg1l	11	5	6
Porcn	114	6	108
Cnot11	145	83	62
Eif4ebp2	64	15	49
Eif4ebp1	71	68	3
Hist1h1b	113	112	1
Hist1h1c	988	985	3
Hist1h1a	63	61	2
Hist1h1d	50	50	0
Hist1h1e	142	140	2
Angel2	473	123	350
Cnot10	143	63	80
Angel1	8	0	8
Vsig10	2	0	2
Mcl1	279	113	166
Bcl9	375	67	308
Bcl6	3	0	3
Bcl3	1	0	1
Bcl2	198	195	3
9330136K24Rik	1	0	1
Tsen2	224	98	126
Pdlim3	14	11	3
Pdlim2	22	21	1
Pdlim1	42	38	4
Vps72	1097	969	128
Mcm7	604	315	289
Mcm8	33	11	22
Mcm9	9	0	9
Tnks1bp1	39	2	37
Birc2	278	240	38
Pdlim7	608	351	257
Pcdhac2	2	0	2
Birc6	293	95	198
Pdlim5	24	19	5
Birc5	445	367	78
Pdlim4	380	325	55
Nfkbil1	166	139	27
Amn	12	1	11
Rrp7a	462	356	106
Dis3	101	7	94
Them4	236	164	72
Them5	3	3	0
Amt	5	0	5
Them6	7	4	3
Fam53a	186	132	54
Fam53b	205	65	140
Fam53c	92	3	89
Osbp2	27	5	22
Vps4a	572	329	243
Vps4b	184	51	133
Mcm3	228	124	104
Mcm4	118	55	63
Mcm5	229	159	70
Mcm6	297	187	110
Ang	4	0	4
Pltp	4	1	3
Mcm2	219	111	108
Ank	40	11	29
Inafm2	27	27	0
Inafm1	197	197	0
Vps50	317	201	116
Vps51	14	0	14
Vps52	135	46	89
Vps53	171	80	91
9130008F23Rik	6	5	1
Vps54	14	1	13
Osbpl1a	142	29	113
D2hgdh	32	10	22
D930015E06Rik	365	187	178
Nfs1	107	54	53
Lrrk1	5	3	2
Lrrk2	1	0	1
C1d	927	852	75
Arrb2	162	79	83
Arrb1	86	7	79
Bod1l	719	2	717
Vps41	353	148	205
Hist1h4m	5	5	0
Hist1h4n	6	6	0
Hist1h4k	4	4	0
Vps45	142	77	65
Iars2	36	11	25
Folr1	1	1	0
Folr2	1	1	0
Dpagt1	66	21	45
Itih5	6	0	6
Hist1h4c	3	3	0
Hist1h4d	75	75	0
Hist1h4i	296	292	4
Hist1h4j	12	12	0
Apc	518	11	507
Hist1h4h	24	24	0
Hk1os	12	12	0
Hist1h4a	3	3	0
Hist1h4b	16	16	0
Enox1	116	11	105
Enox2	45	5	40
App	612	334	278
Abcb10	36	12	24
Surf6	110	54	56
Fnip1	88	2	86
Fnip2	28	2	26
Sh3glb1	724	311	413
Sh3glb2	294	148	146
Nfu1	591	540	51
Fbxl12os	27	23	4
Cyp1b1	3	0	3
Gsap	49	4	45
Cxxc1	260	59	201
Bcor	72	0	72
Cxxc4	167	131	36
Scamp3	300	234	66
Cxxc5	289	42	247
Scamp2	183	124	59
Scamp1	327	23	304
Scamp5	118	8	110
Aqr	107	7	100
Vps37a	122	40	82
Grpel2	304	255	49
Vps37b	583	424	159
Grpel1	671	633	38
Vps37d	168	91	77
Cmklr1	1	0	1
Cnot6l	85	8	77
Tram1l1	212	207	5
Arc	17	7	10
Svbp	1694	1547	147
Hnrnpr	1598	742	856
Pcdhb16	10	10	0
Pcdhb17	28	27	1
Pcdhb18	3	3	0
Arx	624	500	124
Hnrnpu	140	0	140
Pcdhb19	15	15	0
Saxo2	25	21	4
Pcdhb12	2	2	0
Pcdhb13	2	2	0
Gse1	345	3	342
Pcdhb14	17	15	2
Pcdhb15	3	3	0
Asl	71	50	21
Pcdhb10	3	3	0
Pcdhb11	4	4	0
Acer2	38	28	10
Acer3	7	5	2
Lrrn1	67	33	34
Surf1	362	187	175
Lrrn2	179	64	115
Surf2	348	242	106
Hnrnpc	3373	1426	1947
Lrrn3	140	9	131
Hnrnpd	929	331	598
Surf4	261	118	143
Hnrnpf	1785	1600	185
Atm	32	1	31
Hnrnpk	5210	89	5121
Pcdhb20	12	12	0
Paics	666	546	120
Hnrnpl	444	246	198
Pcdhb21	21	21	0
Atr	135	95	40
Hnrnpm	1168	0	1168
Pcdhb22	22	21	1
Glt1d1	12	2	10
Aldh3a2	40	11	29
Rsf1	670	207	463
Gsg1	2	2	0
Gsg2	33	33	0
Auh	309	249	60
Rsrc2	1562	424	1138
Mirt1	2	1	1
Pdrg1	751	678	73
Tyk2	8	0	8
Rsrc1	438	225	213
Glycam1	1	1	0
C8g	1	0	1
Nfx1	224	70	154
Avp	1	0	1
Rsl24d1	184	29	155
Svil	21	0	21
Nfyb	465	275	190
Deptor	14	5	9
Nfya	63	16	47
Nfyc	343	230	113
Lmcd1	65	49	16
Svip	98	65	33
Abcb1b	3	1	2
Sec14l1	354	134	220
Sec14l2	9	4	5
Qpct	30	26	4
Emc2	360	252	108
Emc1	55	3	52
Emc4	725	640	85
Tmub1	168	138	30
Emc3	452	418	34
Emc6	1121	1074	47
Emc8	86	0	86
Emc7	349	280	69
Tmub2	233	175	58
Emc9	47	41	6
Axl	18	1	17
Prkcdbp	126	119	7
Iglon5	218	9	209
Aarsd1	7	7	0
Pbld2	5	0	5
Creg2	4	2	2
Creg1	74	63	11
Rsrp1	2318	1813	505
Timm17a	441	389	52
Timm17b	721	622	99
Emcn	1	0	1
Eme2	5	0	5
Eme1	42	10	32
Dkkl1	3	3	0
Tyms	428	311	117
Rsl1	5	1	4
RP23-324J22.6	1	1	0
Rccd1	103	96	7
Pmf1	261	238	23
Xxylt1	5	3	2
Emg1	1190	1013	177
Tom1l2	72	4	68
Tom1l1	21	13	8
Nsfl1c	958	882	76
Fpgt	35	31	4
Fpgs	54	23	31
mt-Cytb	15777	15706	71
Tvp23b	150	114	36
Tvp23a	157	32	125
Zap70	2	0	2
Svop	239	128	111
4831440E17Rik	17	0	17
Aqp11	33	33	0
Sdf2l1	183	173	10
Lingo4	2	0	2
Lingo3	13	4	9
Cdadc1	20	4	16
Lingo2	43	1	42
Lingo1	211	59	152
Baiap3	1	0	1
Cks1b	711	667	44
Baiap2	206	116	90
Creb1	294	224	70
Creb3	207	170	37
Vps33a	79	33	46
Vps33b	14	7	7
Omt2b	1	1	0
Creb5	118	18	100
Fundc2	535	268	267
Fundc1	205	162	43
Hmg20a	130	15	115
Hmg20b	338	184	154
Vprbp	58	2	56
Donson	22	8	14
Tyw1	92	31	61
Kcnab1	5	2	3
Kcnab2	14	5	9
Pot1b	24	0	24
Kcnab3	28	13	15
Pot1a	101	33	68
Timm10b	8	0	8
Bad	596	428	168
Arhgap27os2	5	0	5
Ctnnbip1	1544	1237	307
Arhgap27os1	1	1	0
Bax	2170	1932	238
Dennd3	1	0	1
A730071L15Rik	14	14	0
Lman1	211	10	201
Mdc1	48	2	46
Ptdss1	153	86	67
Lman2	240	165	75
Ngdn	375	226	149
Ptdss2	340	215	125
Clvs1	145	63	82
Smim20	293	284	9
Clvs2	16	7	9
Smim15	281	243	38
Smim14	184	130	54
Smim13	153	97	56
Smim19	267	187	80
Smim18	345	299	46
Smim17	6	0	6
Bbx	253	18	235
Rnf113a1	93	93	0
Rab11b	1678	1282	396
U2surp	1041	81	960
Vwa5b2	30	0	30
Ngef	19	6	13
Rab11a	825	702	123
Rnf113a2	173	172	1
Supt3	170	133	37
Supt5	388	0	388
Tyw3	53	32	21
Tyw5	67	57	10
Eml1	72	9	63
Eml3	14	0	14
Eml2	71	8	63
Bcr	155	2	153
Eml5	52	34	18
Eml4	262	5	257
Snap47	1226	956	270
Smim24	9	9	0
Eml6	10	0	10
Dapk1	277	28	249
Dapk2	10	6	4
Dapk3	478	322	156
Supt6	260	0	260
Gabarap	4481	4265	216
Ngfr	4	2	2
Stmn1	45320	41842	3478
Rspry1	243	203	40
Stmn2	13106	11668	1438
Stmn3	6528	6053	475
Stmn4	3308	2762	546
Rsu1	199	169	30
Igsf21	80	36	44
Pmm2	138	89	49
Pmm1	774	736	38
Smim12	268	249	19
Aaas	83	57	26
Smim11	580	442	138
Snap29	117	70	47
Snap25	163	33	130
Dnttip2	460	135	325
Snap23	41	23	18
Dnttip1	224	140	84
Manbal	755	524	231
Rpusd4	80	70	10
Rpusd2	11	8	3
Rpusd3	47	30	17
Rpusd1	76	14	62
Tigd3	22	14	8
Tigd2	243	119	124
Tigd5	50	48	2
Mdfi	38	15	23
Emp1	13	13	0
Bgn	12	8	4
Rspo1	16	10	6
Tlr12	1	1	0
Emp3	6	2	4
Rspo3	344	45	299
Emp2	52	47	5
Rspo2	32	8	24
Aacs	158	72	86
Bdh2	14	12	2
Bdh1	445	213	232
Cyp20a1	97	67	30
Aldh1l1	52	24	28
Aldh1l2	65	5	60
Champ1	145	55	90
Mef2d	87	1	86
Nfam1	1	0	1
Pms2	54	20	34
Bid	69	36	33
Pms1	23	11	12
Hinfp	8	4	4
Pcmt1	896	707	189
Veph1	85	46	39
Gsx2	3	3	0
Mdh1	2177	2005	172
Mdh2	2922	2686	236
Bik	2	1	1
Gsx1	12	6	6
Sssca1	777	688	89
Mef2a	191	121	70
Tigar	45	24	21
Mef2c	2219	1581	638
Asrgl1	305	243	62
Rcan1	222	152	70
Rcan2	56	17	39
Rcan3	36	14	22
Fam46a	26	5	21
Fam46c	27	6	21
Luzp1	239	1	238
Pptc7	47	0	47
Luzp2	139	0	139
Rita1	127	52	75
Cdkal1	114	29	85
H2-Ab1	2	0	2
Zufsp	29	2	27
Lag3	6	1	5
Snrnp70	1282	887	395
Dzank1	11	0	11
Mtmr10	17	5	12
Fam45a	106	52	54
Mtmr14	196	73	123
Mtmr12	9	1	8
Mtmr11	5	3	2
Trak1	320	1	319
Trak2	61	11	50
Traip	64	37	27
Snrnp40	673	601	72
Blm	51	19	32
Snrnp48	406	122	284
Tfcp2l1	1	0	1
Bmf	10	3	7
Mdn1	96	9	87
Dscr3	225	181	44
Apmap	96	66	30
Igsf9b	1	0	1
Dhcr7	217	92	125
Fam43a	10	10	0
Mpdu1	493	420	73
Fam43b	45	45	0
Natd1	117	35	82
Mdm2	135	28	107
Aak1	229	221	8
Mdm4	297	231	66
Mdm1	47	7	40
Traf7	241	45	196
Erlec1	204	56	148
Traf4	904	757	147
Traf3	54	4	50
Bdnf	33	18	15
Traf6	42	5	37
Gm17250	4	4	0
Traf5	3	2	1
Snrnp25	389	355	34
Snrnp27	673	472	201
Tradd	92	23	69
Boc	31	5	26
Traf2	109	51	58
Traf1	4	4	0
Mdp1	437	378	59
Syngap1	7	0	7
Bok	558	450	108
Emx1	546	523	23
Emx2	268	184	84
Snrnp35	124	111	13
Pmvk	429	404	25
Bdp1	190	12	178
U2af1	1986	1493	493
Tapt1	25	8	17
Trabd	182	126	56
Lao1	2	2	0
U2af2	751	479	272
Nfasc	247	0	247
Apopt1	173	138	35
Spag1	15	4	11
Emilin1	14	1	13
Emilin2	2	0	2
Emilin3	1	0	1
Spag9	527	2	525
Ngrn	388	361	27
Nfat5	205	33	172
Spag7	34	26	8
Spag8	4	0	4
Spag5	63	5	58
Bre	337	257	80
Spag4	27	4	23
Aamp	857	709	148
Fcho1	167	3	164
Gpatch11	361	131	230
Fcho2	59	9	50
Lrrfip1	212	9	203
Lrrfip2	247	69	178
Bsg	1871	1492	379
Bsn	130	0	130
Spast	218	26	192
Phlpp1	72	0	72
Phlpp2	35	9	26
Fermt3	4	0	4
Fermt2	292	66	226
Btc	1	0	1
Btd	54	36	18
Hip1r	118	27	91
Btk	1	0	1
Coq10a	137	103	34
Coq10b	281	276	5
Lap3	248	202	46
Hint1	7388	7265	123
Hint2	345	302	43
Tbxa2r	5	5	0
Hint3	64	49	15
Rtf1	1622	9	1613
Wapl	195	0	195
Trap1	151	92	59
Swi5	3007	2763	244
Plxna4os1	1	0	1
Chtf18	34	15	19
Secisbp2l	237	3	234
Aar2	138	91	47
Rtcb	719	554	165
Rtca	445	351	94
Sec62	991	32	959
Aard	18	17	1
Sec63	221	20	201
Sparc	472	304	168
Rpl36al	3550	3524	26
Cmya5	1	0	1
Wars	269	129	140
Spc24	300	110	190
Spc25	287	206	81
Enah	652	560	92
Enc1	686	142	544
Aars	636	42	594
Nploc4	55	8	47
Spty2d1	128	103	25
Aatk	103	6	97
Anks1b	158	12	146
Aatf	215	128	87
Lars	250	23	227
Fam49a	564	203	361
Lat2	1	0	1
Fam49b	356	164	192
Tmtc3	22	1	21
Tmtc2	33	5	28
Vldlr	156	21	135
Tmtc1	22	0	22
Abca13	1	0	1
Tmtc4	130	36	94
Klhdc8a	54	36	18
Garnl3	28	1	27
Sec13	757	577	180
Cyp2j6	27	21	6
Cyp2j9	9	6	3
Klhdc8b	108	93	15
Gpatch2l	31	19	12
Camk2n1	128	81	47
Fabp3	337	330	7
Fabp4	1	0	1
Camk2n2	132	53	79
Fabp5	9893	9314	579
Fabp7	7729	7439	290
Wasl	305	56	249
Tram1	119	60	59
Mis12	172	79	93
Tram2	4	0	4
Adra2a	4	3	1
Adra2c	13	13	0
Adra2b	2	2	0
Nup35	110	81	29
Hist4h4	48	48	0
Cilp2	72	0	72
Clec1b	1	0	1
Nup37	103	77	26
Dmrt1	2	0	2
Dmrt3	31	11	20
Pnck	320	196	124
Adra1a	4	0	4
Chil1	10	8	2
Nup43	223	199	24
Lekr1	36	29	7
Dscam	86	0	86
Dkc1	295	86	209
Dscc1	55	46	9
Hebp1	27	26	1
Rtn3	2514	1742	772
Hebp2	23	22	1
Rtn2	364	200	164
Rtn1	15014	14004	1010
Nup50	216	129	87
Aplnr	1	0	1
Nup54	72	30	42
Layn	3	0	3
Rtn4	2910	365	2545
Mpeg1	9	0	9
Isg20	8	6	2
Rtkn	17	12	5
Nup62	146	0	146
Krtap17-1	1	1	0
Azin2	33	8	25
Magohb	274	246	28
Pds5b	197	6	191
Isg15	2	2	0
Pds5a	201	112	89
Azin1	330	123	207
Rtp4	15	4	11
Igsf11	4	1	3
Igsf10	14	1	13
Clec5a	2	2	0
Abcf2	282	123	159
Mea1	979	117	862
Abcf3	172	91	81
Abcf1	689	90	599
Igbp1	428	387	41
Pcdha11	1	1	0
Pcdha12	2	0	2
Cad	50	0	50
Abcg3	2	0	2
Abcg4	15	3	12
Abcg1	22	1	21
Abcg2	55	25	30
Nim1k	51	21	30
Enho	288	263	25
Chd1	370	0	370
Abcg5	1	0	1
Chd2	342	152	190
Chd3	2036	95	1941
Chd4	978	22	956
Chd5	116	0	116
Abca8a	1	0	1
Aplp1	1717	704	1013
Chd6	503	8	495
Abca8b	1	0	1
Aplp2	386	190	196
Cat	185	49	136
Chd7	410	77	333
Chd8	321	155	166
Chd9	343	52	291
Klhdc10	209	17	192
Clec3b	2	2	0
Cbl	210	14	196
Abcd1	33	6	27
Mutyh	9	0	9
Abcd4	36	10	26
Pnkd	639	611	28
Abcd2	64	34	30
Abcd3	243	193	50
Clec2l	36	13	23
Cbs	82	57	25
Cd5	1	0	1
Cd9	558	502	56
Ccp110	114	1	113
Atraid	667	569	98
Swt1	204	77	127
Cck	335	326	9
Abce1	258	85	173
Nr2c2ap	247	219	28
Ccs	221	176	45
Ebna1bp2	830	732	98
Sertm1	58	29	29
Chgb	291	95	196
Afg3l2	98	37	61
Cda	1	1	0
Afg3l1	349	214	135
Mecr	122	103	19
Rpl35	9715	6202	3513
Rpl36	3163	1630	1533
Rpl37	3553	3457	96
Eno1	2657	2233	424
Rpl38	408	278	130
Rpl39	3063	2514	549
Eno3	24	0	24
Eno2	80	40	40
Eno4	8	0	8
Gstk1	31	14	17
Lmbr1l	179	104	75
Rpl30	6573	6216	357
Rpl31	6425	6075	350
Shmt2	252	176	76
Suclg1	915	780	135
Rpl32	20500	19692	808
Rpl34	9467	3371	6096
Shmt1	52	41	11
Suclg2	48	33	15
Nkain4	213	150	63
Med1	170	20	150
Nkain3	397	1	396
Nkain2	22	21	1
Crhbp	6	3	3
Nkain1	9	5	4
Kcna7	1	1	0
Kcna6	17	16	1
Pnkp	154	100	54
Kcna5	1	1	0
Kcna4	22	6	16
Rpl24	5465	4703	762
Med8	593	217	376
Kcna2	28	1	27
Med9	388	378	10
Kcna1	72	68	4
Rpl26	15959	10912	5047
Rpl27	4553	4252	301
Abat	68	9	59
Rpl28	10093	9602	491
Med4	416	383	33
Rpl29	14247	13347	900
Dkk1	1	0	1
Dkk2	2	1	1
Med6	167	134	33
Dkk3	91	2	89
Med7	287	241	46
Chfr	219	95	124
Zfp780b	41	7	34
Rpl21	12641	7131	5510
Rpl22	5831	4110	1721
Rpl23	13173	9311	3862
Ube2l6	113	102	11
Ube2l3	1459	1152	307
Chga	393	228	165
Rab22a	163	110	53
Meg3	10357	3415	6942
As3mt	44	24	20
Cfh	1	1	0
Gm6741	69	69	0
Vopp1	342	187	155
Slco2a1	3	2	1
Gstm7	407	310	97
Cfp	21	0	21
Gstm5	848	772	76
Gstm6	24	15	9
Ar	1	0	1
Gstm4	38	26	12
Gstm1	216	171	45
Gstm2	1	1	0
Pnoc	71	48	23
B3glct	85	15	70
Cdkn2aipnl	213	116	97
Pno1	121	101	20
Slco2b1	2	0	2
Cgn	28	7	21
Terf2ip	267	251	16
Spaca6	48	41	7
Rpl41	11421	4520	6901
Ppwd1	52	5	47
Rttn	9	0	9
Supt20	308	17	291
Mei4	1	1	0
G0s2	33	32	1
Chm	75	7	68
Sft2d2	9	5	4
Kcnd3	49	1	48
Kcnd2	54	0	54
Sft2d1	222	18	204
Kcnd1	6	3	3
Cp	1	0	1
Mnat1	271	77	194
Cs	403	308	95
Poglut1	172	90	82
Gsto1	647	626	21
Gsto2	4	2	2
Ube2g2	153	10	143
Ube2g1	588	450	138
Rab27b	20	7	13
Cic	284	3	281
Sdad1	153	56	97
Orai3	30	27	3
Orai1	60	46	14
Rps12-ps3	2538	2524	14
Orai2	69	33	36
Chl1	667	31	636
Kcne4	1	0	1
F2	1	0	1
F3	5	3	2
Pdzph1	11	1	10
Kcne1	2	1	1
Cit	89	63	26
F8	3	0	3
Gstp2	257	0	257
Gstp1	2028	1720	308
Pnpo	68	50	18
Chka	398	155	243
Chkb	326	147	179
Ly6g6e	16	11	5
Ly6g6d	3	3	0
Chml	10	10	0
Rpl13	26152	16877	9275
Rpl14	13454	12641	813
Kcnb2	90	0	90
Rpl15	20528	19884	644
Kcnb1	42	0	42
Rpl17	14193	3849	10344
Rpl18	12145	7046	5099
Rpl19	12247	5155	7092
Scaper	297	0	297
Akirin1	389	313	76
Akirin2	698	528	170
Ptafr	1	0	1
Rpl10	11971	4517	7454
4930480K23Rik	4	0	4
Rpl11	13570	12514	1056
Rpl12	6211	5304	907
Ly6g5b	2	0	2
Ckb	4401	3950	451
Gm6793	833	789	44
Chn1	358	165	193
Chn2	106	48	58
Kcnc3	83	4	79
Kcnc2	14	0	14
Mitd1	73	47	26
Kcnc1	210	133	77
Supt16	450	18	432
Abi3	2	2	0
Abi2	315	9	306
Abi1	188	80	108
Ensa	284	267	17
Ube2j2	794	622	172
Ube2j1	205	112	93
Leng1	145	125	20
Gk	28	4	24
Clasp1	843	745	98
Clasp2	71	0	71
Kcnh8	37	0	37
Kcnh7	110	3	107
Kcnh5	3	1	2
Clu	289	163	126
Kcnh4	16	0	16
Kcnh3	28	1	27
Kcnh2	15	2	13
Pias3	33	8	25
Pias4	322	184	138
Melk	75	40	35
Lrtm1	5	0	5
Lrtm2	4	1	3
Chpf	99	41	58
Hc	1	0	1
Pias1	156	75	81
Pias2	238	23	215
Men1	287	151	136
Ldlrap1	2	1	1
Chp1	209	126	83
Nsmce4a	602	531	71
Chp2	1	1	0
Hr	2	0	2
Ubiad1	15	3	12
Rnf41	300	168	132
Kcnj3	28	6	22
Rnf40	84	11	73
Kcnj2	4	1	3
Dgat2	24	14	10
Dgat1	94	37	57
Leng8	119	3	116
Gstt2	4	3	1
Leng9	91	91	0
Nhp2	967	948	19
Gstt1	42	33	9
Zc3h11a	6	0	6
Rnf44	108	1	107
Rnf43	1	0	1
Ik	779	116	663
Eny2	1414	1255	159
Cnp	88	76	12
Dmtf1	246	79	167
Ube2v2	1079	1017	62
Ube2v1	1	0	1
Sdr39u1	81	47	34
Fam32a	689	541	148
Kcnf1	15	14	1
Chrd	18	2	16
Tiparp	158	49	109
Abl2	76	1	75
Abl1	115	16	99
Neat1	35	34	1
Npas4	52	2	50
Npas3	135	1	134
Npas1	63	27	36
Kcng2	3	0	3
Kcng1	16	7	9
Kcnh1	4	1	3
Ntng2	1	0	1
Ntng1	69	69	0
P4ha1	120	31	89
Supt4a	1207	1137	70
P4ha2	19	4	15
Ireb2	102	59	43
P4ha3	6	0	6
Cpd	45	0	45
Cpe	1026	770	256
Cpm	13	6	7
Cr2	1	0	1
Pde10a	292	207	85
Cpq	4	2	2
Rnf17	1	0	1
Drap1	866	790	76
Clasrp	225	11	214
Bcat1	172	37	135
Ky	1	1	0
Bcas3	54	5	49
Cep83os	16	11	5
Rnf14	503	240	263
Rnf13	175	138	37
Rnf11	294	191	103
Rnf10	1229	771	458
Ube2q2	100	18	82
Ube2q1	167	122	45
Scn2a1	160	120	40
Pianp	159	75	84
Kcnn4	1	1	0
Bloc1s6os	18	3	15
Kcnn3	17	0	17
Kcnn2	195	115	80
Kcnn1	39	9	30
Crh	3	1	2
Crk	235	70	165
Gstz1	156	130	26
Wbp2	860	574	286
Puf60	932	752	180
Ube2r2	734	424	310
Wbp1	956	750	206
Wbp4	870	36	834
Spdl1	25	11	14
Kcnj9	4	0	4
Kcnj8	20	15	5
Kcnj6	3	2	1
Bcar1	117	18	99
Kcnk3	20	2	18
Alas1	78	51	27
Kcnk2	671	34	637
Alas2	279	223	56
Kcnk1	102	84	18
Rnf38	129	5	124
Rnf208	298	283	15
Csk	348	126	222
Supt7l	150	136	14
Rnf34	298	223	75
Rnf32	69	24	45
Rnf31	14	0	14
Rpl7a	8599	4783	3816
Ptar1	13	11	2
Pde11a	5	0	5
Dram1	1	0	1
Dram2	124	71	53
Rabgap1l	177	118	59
Bcas1	3	1	2
Bcas2	1655	1511	144
Kcnk5	4	3	1
Bcar3	8	6	2
Cth	10	9	1
H2-DMb1	1	1	0
Gpkow	38	17	21
Rnf26	225	222	3
Rnf25	140	81	59
Chuk	287	138	149
Rnf24	65	9	56
Rnf20	444	100	344
Bet1	126	119	7
Rnf103	60	56	4
Tmem69	21	10	11
Tmem67	38	15	23
Tmem68	112	60	52
Tmem65	242	239	3
Tunar	16	10	6
Spdya	13	0	13
Kcnq5	15	0	15
Kcnq4	22	1	21
Kcnq3	181	176	5
Tmem74	21	15	6
Kcnq2	207	12	195
Zbtb1	51	26	25
Tmem70	450	415	35
Ndufa4l2	36	30	6
Zbtb4	47	2	45
Zbtb5	127	45	82
Zbtb2	66	62	4
Zbtb3	33	19	14
Abt1	184	157	27
Cfdp1	1294	1002	292
Tmem79	1	0	1
Vps13a	19	0	19
Vps13b	13	6	7
Vps13c	24	0	24
Vps13d	81	0	81
Qk	449	12	437
Guf1	318	197	121
Mest	411	188	223
Tmem80	278	188	90
Rnf125	2	0	2
Bex4	1421	1327	94
Rnf126	366	239	127
Rnf123	55	3	52
Bex2	4059	3571	488
Bex1	1629	1519	110
Ninj1	123	106	17
Tmem88	4	0	4
Rnf128	3	0	3
Itm2c	323	245	78
Itm2b	2803	2557	246
Itm2a	29	25	4
Rnf121	192	134	58
Rnf122	122	108	14
Oas1c	2	0	2
Tmem97	156	146	10
Tcirg1	3	0	3
Tmem94	46	0	46
Adarb1	86	18	68
Adarb2	19	10	9
Tmem91	19	10	9
Rnf114	450	313	137
Rnf115	200	131	69
Rnf112	35	6	29
Zbtb6	68	24	44
Tmem98	38	30	8
Kcne1l	173	171	2
Tmem8c	1	0	1
Tmem8b	244	0	244
Rnf111	116	4	112
Gpm6b	1554	871	683
Gpm6a	1905	834	1071
Rab10os	144	68	76
Gng11	30	30	0
Gng12	81	53	28
Gng13	1	1	0
Tmem28	14	0	14
Tmem25	15	3	12
Rnf145	149	49	100
Rnf146	320	228	92
Tmem26	1	0	1
