geneId	total	isoform_def	isoform_undef
Birc2	295	68	227
Pdlim7	633	510	123
Pcdhac2	2	0	2
Birc6	306	9	297
Pdlim5	25	5	20
Birc5	452	445	7
Pdlim4	391	387	4
Nfkbil1	166	159	7
Amn	12	6	6
Rrp7a	470	429	41
Dis3	107	21	86
Them4	243	209	34
Them5	3	3	0
Amt	5	0	5
Them6	7	5	2
Fam53a	185	157	28
Fam53b	222	95	127
Fam53c	95	12	83
Osbp2	26	6	20
Vps4a	591	566	25
Vps4b	198	49	149
Mcm3	235	176	59
Mcm4	121	116	5
Mcm5	248	196	52
Mcm6	317	292	25
Ang	4	0	4
Pltp	4	1	3
Mcm2	233	223	10
Ank	45	30	15
Inafm2	27	27	0
Inafm1	195	195	0
Vps50	321	230	91
Vps51	9	4	5
Vps52	157	65	92
Vps53	146	64	82
9130008F23Rik	6	5	1
Vps54	15	2	13
Osbpl1a	141	86	55
D2hgdh	34	17	17
D930015E06Rik	387	93	294
Nfs1	62	39	23
Lrrk1	6	3	3
Lrrk2	1	0	1
C1d	951	914	37
Arrb2	163	91	72
Arrb1	92	20	72
Bod1l	739	17	722
Vps41	373	346	27
Hist1h4m	8	0	8
Hist1h4n	7	2	5
Hist1h4k	3	2	1
Vps45	154	147	7
Iars2	44	24	20
Folr1	1	1	0
Folr2	1	1	0
Dpagt1	68	47	21
Itih5	9	5	4
Hist1h4f	1	0	1
Hist1h4c	8	8	0
Hist1h4d	96	96	0
Hist1h4i	310	308	2
Hist1h4j	10	7	3
Apc	548	120	428
Hist1h4h	28	27	1
Hk1os	11	11	0
Hist1h4a	4	4	0
Hist1h4b	19	18	1
Enox1	121	84	37
Enox2	36	18	18
App	642	439	203
Abcb10	40	19	21
Surf6	115	63	52
Fnip1	94	34	60
Fnip2	27	2	25
Sh3glb1	764	420	344
Sh3glb2	298	255	43
Nfu1	589	64	525
Fbxl12os	34	8	26
Cyp1b1	3	0	3
Gsap	53	20	33
Cxxc1	265	257	8
Bcor	79	9	70
Cxxc4	173	15	158
Scamp3	305	181	124
Cxxc5	301	169	132
Scamp2	197	172	25
Scamp1	354	30	324
Scamp5	125	10	115
Aqr	114	54	60
Vps37a	126	67	59
Grpel2	308	265	43
Vps37b	604	490	114
Grpel1	682	672	10
Vps37d	161	117	44
Cmklr1	1	0	1
Cnot6l	94	12	82
Tram1l1	213	213	0
Arc	17	5	12
Svbp	1720	1621	99
Hnrnpr	1656	936	720
Pcdhb16	10	10	0
Pcdhb17	31	31	0
Pcdhb18	3	3	0
Arx	638	197	441
Hnrnpu	181	0	181
Pcdhb19	14	14	0
Saxo2	28	24	4
Pcdhb12	2	2	0
Pcdhb13	2	2	0
Gse1	353	12	341
Pcdhb14	18	18	0
Pcdhb15	3	3	0
Asl	70	66	4
Pcdhb10	3	3	0
Pcdhb11	4	4	0
Acer2	35	26	9
Acer3	8	1	7
Lrrn1	69	38	31
Surf1	369	245	124
Lrrn2	183	72	111
Surf2	353	312	41
Hnrnpc	3471	1882	1589
Lrrn3	137	9	128
Hnrnpd	1169	495	674
Surf4	270	127	143
Hnrnpf	1799	1169	630
Atm	34	9	25
Hnrnpk	5421	4361	1060
Pcdhb20	14	14	0
Paics	672	535	137
Hnrnpl	488	248	240
Pcdhb21	22	22	0
Atr	147	27	120
Hnrnpm	1235	389	846
Pcdhb22	28	0	28
Glt1d1	11	5	6
Aldh3a2	46	25	21
Rsf1	698	182	516
Gsg1	2	2	0
Gsg2	32	32	0
Auh	315	280	35
Rsrc2	1661	1142	519
Mirt1	2	1	1
Pdrg1	750	693	57
Tyk2	9	0	9
Rsrc1	476	388	88
Glycam1	1	1	0
C8g	2	0	2
Nfx1	237	149	88
Avp	1	1	0
Rsl24d1	139	1	138
Svil	20	15	5
Nfyb	485	399	86
Deptor	14	7	7
Nfya	69	19	50
Nfyc	349	269	80
Lmcd1	68	66	2
Svip	105	85	20
Abcb1b	2	1	1
Sec14l1	369	180	189
Sec14l2	10	7	3
Qpct	32	32	0
Emc2	371	367	4
Emc1	50	10	40
Emc4	728	717	11
Tmub1	171	149	22
Emc3	459	282	177
Emc6	1137	1095	42
Emc8	99	12	87
Emc7	345	327	18
Tmub2	247	186	61
Emc9	48	46	2
Axl	19	4	15
Prkcdbp	126	124	2
Iglon5	232	25	207
Aarsd1	5	0	5
Pbld2	5	1	4
Creg2	4	3	1
Creg1	75	67	8
Rsrp1	2358	2071	287
Timm17a	452	411	41
Timm17b	735	718	17
Emcn	2	0	2
Eme2	6	0	6
Eme1	41	40	1
Dkkl1	3	3	0
Tyms	429	353	76
Rsl1	6	2	4
RP23-324J22.6	2	2	0
Rccd1	104	5	99
Pmf1	271	256	15
Xxylt1	6	4	2
Emg1	1211	1158	53
Tom1l2	74	10	64
Tom1l1	22	14	8
Nsfl1c	968	910	58
Fpgt	39	13	26
Fpgs	54	32	22
RP23-474J16.2	2	1	1
mt-Cytb	17111	17082	29
Tvp23b	153	145	8
Tvp23a	160	60	100
Zap70	2	2	0
Svop	254	190	64
4831440E17Rik	17	0	17
Aqp11	35	25	10
Sdf2l1	180	177	3
Lingo4	2	0	2
Lingo3	17	9	8
Cdadc1	11	7	4
Lingo2	30	1	29
Lingo1	214	61	153
Baiap3	1	0	1
Cks1b	734	704	30
Baiap2	206	150	56
Creb1	313	106	207
Creb3	209	189	20
Vps33a	86	52	34
Vps33b	21	12	9
Omt2b	1	1	0
Creb5	122	23	99
Fundc2	541	524	17
Fundc1	212	176	36
Hmg20a	152	38	114
Hmg20b	356	198	158
Vprbp	56	16	40
Donson	22	8	14
Tyw1	100	76	24
Kcnab1	5	3	2
Kcnab2	17	8	9
Pot1b	22	19	3
Kcnab3	27	19	8
Pot1a	103	57	46
Timm10b	8	0	8
Bad	599	480	119
Arhgap27os2	5	0	5
Ctnnbip1	1559	1355	204
Arhgap27os1	1	1	0
Bax	2206	2153	53
Dennd3	1	1	0
A730071L15Rik	15	15	0
Lman1	224	21	203
Mdc1	47	21	26
Ptdss1	160	116	44
Lman2	248	203	45
Ngdn	382	382	0
Ptdss2	347	273	74
Clvs1	153	68	85
Smim20	297	237	60
Clvs2	16	10	6
Smim15	292	252	40
Smim14	151	11	140
Smim13	156	104	52
Smim19	279	247	32
Smim18	350	325	25
Smim17	7	0	7
Bbx	256	107	149
Rnf113a1	92	92	0
Rab11b	1734	1343	391
U2surp	1075	100	975
Vwa5b2	31	5	26
Ngef	25	13	12
Rab11a	842	735	107
Rnf113a2	179	179	0
Supt3	177	163	14
Supt5	406	45	361
Tyw3	54	47	7
Tyw5	67	65	2
Eml1	75	24	51
Eml3	15	0	15
Eml2	71	41	30
Bcr	161	34	127
Eml5	49	12	37
Eml4	271	93	178
Snap47	1232	1186	46
Smim24	10	9	1
Eml6	12	7	5
Dapk1	312	50	262
Dapk2	10	8	2
Dapk3	483	400	83
Supt6	271	118	153
Gabarap	4635	4515	120
Ngfr	4	2	2
Stmn1	46774	44706	2068
Rspry1	262	187	75
Stmn2	13231	12669	562
Stmn3	6695	6653	42
Stmn4	3361	3131	230
Rsu1	205	160	45
Igsf21	78	78	0
Pmm2	140	112	28
Pmm1	789	772	17
Smim12	266	254	12
Aaas	82	73	9
Smim11	602	600	2
Snap29	124	87	37
Snap25	179	43	136
Dnttip2	463	200	263
Snap23	42	33	9
Dnttip1	224	212	12
Manbal	762	736	26
Rpusd4	81	78	3
Rpusd2	10	10	0
Rpusd3	47	44	3
Rpusd1	77	65	12
Tigd3	23	16	7
Tigd2	249	123	126
Tigd5	50	50	0
Tigd4	1	1	0
Mdfi	41	16	25
Emp1	13	2	11
Bgn	16	7	9
Rspo1	15	11	4
Tlr12	1	0	1
Emp3	6	4	2
Rspo3	376	174	202
Emp2	53	40	13
Rspo2	37	15	22
Aacs	161	144	17
Bdh2	14	12	2
Bdh1	455	241	214
Cyp20a1	100	78	22
Aldh1l1	56	32	24
Aldh1l2	67	18	49
Champ1	156	69	87
Mef2d	92	17	75
Nfam1	1	0	1
Pms2	47	28	19
Bid	71	46	25
Pms1	22	9	13
Hinfp	8	4	4
Pcmt1	908	820	88
Veph1	88	64	24
Gsx2	3	3	0
Mdh1	2205	2192	13
Mdh2	2970	2808	162
Bik	3	2	1
Gsx1	14	8	6
Sssca1	792	708	84
Mef2a	202	100	102
Tigar	48	27	21
Mef2c	2436	604	1832
Asrgl1	313	294	19
Rcan1	226	14	212
Rcan2	66	18	48
Rcan3	37	21	16
Fam46a	28	8	20
Fam46c	26	6	20
Luzp1	233	187	46
Pptc7	46	0	46
Luzp2	79	26	53
Rita1	130	50	80
Cdkal1	122	58	64
H2-Ab1	2	2	0
Zufsp	29	2	27
Lag3	6	5	1
Snrnp70	1333	1072	261
Dzank1	13	0	13
Mtmr10	22	9	13
Fam45a	106	85	21
Mtmr14	203	174	29
Mtmr12	10	1	9
Mtmr11	6	4	2
Trak1	378	13	365
Trak2	66	22	44
Traip	64	54	10
Snrnp40	687	676	11
Blm	57	18	39
Snrnp48	417	390	27
Tfcp2l1	2	0	2
Bmf	11	5	6
Mdn1	99	23	76
Dscr3	225	204	21
Apmap	96	85	11
Igsf9b	1	0	1
Dhcr7	235	3	232
Fam43a	10	10	0
Mpdu1	497	466	31
Fam43b	47	47	0
Natd1	127	48	79
Mdm2	149	45	104
Aak1	244	7	237
Mdm4	309	122	187
Mdm1	50	17	33
Traf7	219	87	132
Erlec1	233	231	2
Traf4	924	867	57
Traf3	58	13	45
Bdnf	34	18	16
Traf6	40	10	30
Gm17250	3	3	0
Traf5	3	2	1
Snrnp25	397	379	18
Snrnp27	693	547	146
Tradd	90	74	16
Boc	36	33	3
Traf2	108	84	24
Traf1	4	1	3
Mdp1	440	398	42
Syngap1	6	0	6
Bok	559	458	101
Emx1	547	533	14
Emx2	281	217	64
Snrnp35	126	118	8
Pmvk	442	419	23
Bdp1	195	13	182
U2af1	2336	2150	186
Tapt1	26	10	16
Trabd	189	142	47
Lao1	2	2	0
U2af2	776	611	165
Nfasc	264	51	213
Apopt1	170	142	28
Spag1	15	4	11
Emilin1	15	13	2
Emilin2	2	0	2
Emilin3	1	0	1
Spag9	558	212	346
Ngrn	392	370	22
Nfat5	205	32	173
Spag7	39	33	6
Spag8	4	4	0
Spag5	63	46	17
Bre	340	289	51
Spag4	27	15	12
Aamp	866	61	805
Fcho1	179	98	81
Gpatch11	371	361	10
Fcho2	63	10	53
Lrrfip1	224	71	153
Lrrfip2	257	202	55
Bsg	1888	1741	147
Bsn	139	1	138
Spast	234	84	150
Phlpp1	77	26	51
Phlpp2	39	8	31
Fermt3	4	4	0
Fermt2	307	39	268
Btc	1	1	0
Btd	53	44	9
Hip1r	126	100	26
Btk	1	0	1
Coq10a	138	105	33
Coq10b	288	150	138
Lap3	256	249	7
Hint1	7763	7749	14
Hint2	355	345	10
Tbxa2r	5	5	0
Hint3	67	63	4
Rtf1	1779	1602	177
Wapl	207	6	201
Trap1	154	152	2
Swi5	3090	136	2954
Plxna4os1	1	0	1
Chtf18	34	24	10
Secisbp2l	242	178	64
Aar2	149	108	41
Rtcb	732	683	49
Rtca	449	423	26
Sec62	1093	1008	85
Aard	19	18	1
Sec63	224	84	140
Sparc	487	282	205
Rpl36al	3961	3713	248
Cmya5	1	1	0
Wars	276	175	101
Spc24	320	307	13
Spc25	286	215	71
Enah	667	77	590
Enc1	718	321	397
Aars	645	250	395
Nploc4	73	21	52
Spty2d1	132	32	100
Aatk	110	12	98
Anks1b	151	28	123
Aatf	219	168	51
Lars	270	269	1
Fam49a	603	303	300
Lat2	1	0	1
Fam49b	339	191	148
Tmtc3	29	6	23
Tmtc2	35	8	27
Vldlr	163	36	127
Tmtc1	21	1	20
Abca13	1	1	0
Tmtc4	133	76	57
Klhdc8a	56	53	3
Garnl3	28	12	16
Sec13	763	735	28
Cyp2j6	27	26	1
Cyp2j9	8	7	1
Klhdc8b	109	85	24
Gpatch2l	37	24	13
Camk2n1	135	87	48
Fabp3	367	367	0
Fabp4	1	1	0
Camk2n2	158	61	97
Fabp5	10375	10148	227
Fabp7	8289	8253	36
Wasl	319	266	53
Tram1	130	112	18
Mis12	185	83	102
Tram2	5	0	5
Adra2a	4	4	0
Adra2c	14	14	0
Adra2b	1	0	1
Nup35	198	184	14
Hist4h4	51	51	0
Cilp2	74	0	74
Clec1b	1	1	0
Nup37	109	97	12
Dmrt1	2	0	2
Dmrt3	31	17	14
Pnck	323	255	68
Adra1a	4	0	4
Chil1	10	8	2
Nup43	226	224	2
Lekr1	37	20	17
Dscam	90	52	38
Dkc1	300	236	64
Dscc1	54	49	5
Hebp1	26	25	1
Rtn3	2598	1930	668
Hebp2	23	23	0
Rtn2	386	264	122
Rtn1	15628	205	15423
Nup50	225	154	71
Nup54	74	66	8
Layn	3	0	3
Rtn4	2936	2314	622
Mpeg1	10	0	10
Isg20	7	6	1
Rtkn	17	14	3
Nup62	141	0	141
Krtap17-1	1	1	0
Azin2	36	10	26
Magohb	286	265	21
Pds5b	219	33	186
Isg15	2	2	0
Pds5a	218	40	178
Azin1	351	197	154
Rtp4	15	13	2
Igsf11	6	3	3
Igsf10	15	2	13
Clec5a	2	1	1
Abcf2	296	279	17
Mea1	999	991	8
Abcf3	180	172	8
Abcf1	804	745	59
Igbp1	446	434	12
Pcdha11	1	0	1
Pcdha12	3	0	3
Cad	50	0	50
Abcg3	2	1	1
Abcg4	21	6	15
Abcg1	23	1	22
Abcg2	58	42	16
Nim1k	53	36	17
Enho	297	271	26
Chd1	380	19	361
Abcg5	1	1	0
Chd2	360	196	164
Chd3	2540	319	2221
Chd4	1029	126	903
Chd5	132	0	132
Abca8a	1	0	1
Aplp1	1850	1383	467
Chd6	584	33	551
Abca8b	2	0	2
Aplp2	418	165	253
Cat	190	159	31
Chd7	427	110	317
Chd8	343	35	308
Chd9	352	187	165
Klhdc10	221	22	199
Clec3b	4	2	2
Cbl	239	31	208
Abcd1	35	14	21
Mutyh	9	7	2
Abcd4	38	26	12
Pnkd	660	583	77
Abcd2	63	50	13
Abcd3	260	157	103
Clec2l	38	16	22
Cbs	87	71	16
Cd5	1	1	0
Cd9	570	533	37
Ccp110	124	76	48
Atraid	673	633	40
Swt1	215	18	197
Cck	335	324	11
Abce1	274	150	124
Nr2c2ap	251	241	10
Ccs	223	223	0
Ebna1bp2	847	845	2
Sertm1	63	34	29
Chgb	305	286	19
Afg3l2	98	94	4
Cda	1	1	0
Afg3l1	356	289	67
Mecr	123	120	3
Rpl35	18032	18002	30
Rpl36	5203	5199	4
Rpl37	5192	5159	33
Eno1	2781	2534	247
Rpl38	558	522	36
Rpl39	4133	4114	19
Eno3	24	0	24
Eno2	82	53	29
Eno4	8	3	5
Gstk1	33	18	15
Lmbr1l	178	144	34
Rpl30	9334	9276	58
Rpl31	9978	9786	192
Shmt2	255	195	60
Suclg1	922	874	48
Rpl32	23149	23085	64
Rpl34	12500	7589	4911
Shmt1	55	47	8
Suclg2	47	35	12
Nkain4	218	196	22
Med1	177	34	143
Nkain3	117	65	52
Nkain2	24	0	24
Crhbp	6	3	3
Nkain1	10	9	1
Kcna7	1	1	0
Kcna6	18	1	17
Pnkp	152	108	44
Kcna5	1	1	0
Kcna4	23	7	16
Rpl24	9939	9744	195
Med8	604	533	71
Kcna2	26	1	25
Med9	393	385	8
Kcna1	73	24	49
Rpl26	19104	16366	2738
Rpl27	9649	9457	192
Abat	74	21	53
Rpl28	13272	13196	76
Med4	426	384	42
Rpl29	14921	14360	561
Dkk1	1	1	0
Dkk2	2	2	0
Med6	167	8	159
Dkk3	101	48	53
Med7	293	202	91
Chfr	237	95	142
Zfp780b	49	16	33
Rpl21	16166	12372	3794
Rpl22	6584	49	6535
Rpl23	17859	15473	2386
Ube2l6	115	108	7
Ube2l3	1471	1137	334
Chga	394	383	11
Rab22a	173	136	37
Meg3	10796	5814	4982
As3mt	43	41	2
Cfh	1	0	1
Gm6741	54	40	14
Vopp1	352	211	141
Slco2a1	3	0	3
Gstm7	425	329	96
Cfp	23	17	6
Gstm5	876	799	77
Gstm6	24	20	4
C3	1	1	0
Ar	1	0	1
Gstm4	37	28	9
Gstm1	229	197	32
Gstm2	1	1	0
Pnoc	74	72	2
B3glct	86	30	56
Cdkn2aipnl	268	125	143
Pno1	121	114	7
Slco2b1	2	0	2
Cgn	27	12	15
Terf2ip	274	225	49
Spaca6	48	4	44
Rpl41	16456	13845	2611
Ppwd1	73	7	66
Rttn	10	8	2
Supt20	332	106	226
Mei4	1	1	0
G0s2	32	30	2
Chm	84	13	71
Sft2d2	10	8	2
Kcnd3	51	3	48
Kcnd2	38	10	28
Sft2d1	250	204	46
Kcnd1	6	5	1
Cp	1	0	1
Mnat1	290	93	197
Cs	422	342	80
Poglut1	178	128	50
Gsto1	655	652	3
Gsto2	4	4	0
Rab27a	1	0	1
Ube2g2	155	2	153
Ube2g1	610	487	123
Rab27b	21	13	8
Cic	285	20	265
Sdad1	159	86	73
Orai3	31	28	3
Orai1	59	45	14
Rps12-ps3	971	953	18
Orai2	73	42	31
Chl1	719	214	505
Kcne4	1	0	1
F2	1	0	1
F3	5	5	0
Pdzph1	12	11	1
Kcne1	2	1	1
Cit	93	25	68
F8	3	1	2
Gstp2	170	148	22
Gstp1	2126	2100	26
Pnpo	71	67	4
Chka	427	216	211
Chkb	331	217	114
Ly6g6f	1	1	0
Ly6g6e	15	10	5
Ly6g6d	3	3	0
Chml	11	0	11
Rpl13	29185	28892	293
Rpl14	14508	14171	337
Kcnb2	85	8	77
Rpl15	21737	21617	120
Kcnb1	45	0	45
Rpl17	18778	18770	8
Rpl18	13445	5599	7846
Rpl19	14921	9352	5569
Scaper	256	104	152
Akirin1	398	342	56
Akirin2	714	680	34
Ptafr	1	0	1
Rpl10	20482	17793	2689
4930480K23Rik	4	2	2
Rpl11	18221	18020	201
Rpl12	8702	7422	1280
Ly6g5b	2	0	2
Ckb	4479	4448	31
Gm6793	133	24	109
Chn1	365	12	353
Chn2	109	71	38
Kcnc3	88	10	78
Kcnc2	15	2	13
Mitd1	71	50	21
Kcnc1	216	138	78
Supt16	467	454	13
Abi3	2	2	0
Abi2	360	63	297
Abi1	195	88	107
Ensa	304	176	128
Ube2j2	816	764	52
Ube2j1	211	138	73
Leng1	145	135	10
Gk	30	14	16
Clasp1	861	54	807
Clasp2	74	31	43
Kcnh8	41	38	3
Kcnh7	101	14	87
Kcnh5	3	3	0
Clu	298	297	1
Kcnh4	18	14	4
Kcnh3	26	21	5
Kcnh2	16	3	13
Pias3	38	18	20
Pias4	324	269	55
Melk	79	75	4
Lrtm1	5	0	5
Lrtm2	4	2	2
Chpf	111	50	61
Hc	2	0	2
Pias1	165	126	39
Pias2	244	86	158
Men1	293	150	143
Ldlrap1	3	1	2
Chp1	212	134	78
Nsmce4a	611	610	1
Chp2	1	1	0
Hr	2	0	2
Ubiad1	16	3	13
Rnf41	309	195	114
Kcnj3	26	6	20
Rnf40	93	40	53
Kcnj2	4	1	3
Dgat2	27	24	3
Dgat1	91	86	5
Leng8	128	13	115
Gstt2	3	3	0
Leng9	90	90	0
Nhp2	984	977	7
Gstt1	42	37	5
Zc3h11a	7	0	7
Rnf44	118	2	116
Rnf43	1	0	1
Ik	793	13	780
Eny2	1458	521	937
Cnp	90	81	9
Dmtf1	254	109	145
Ube2v2	1094	954	140
Sdr39u1	82	52	30
Fam32a	695	648	47
Kcnf1	14	14	0
Chrd	19	12	7
Tiparp	162	123	39
Abl2	86	2	84
Abl1	117	23	94
Neat1	35	0	35
Npas4	52	42	10
Npas3	147	7	140
Npas1	56	45	11
Kcng2	3	1	2
Kcng1	18	10	8
Kcnh1	5	2	3
Ntng2	1	0	1
Ntng1	74	0	74
P4ha1	122	42	80
Supt4a	1232	1219	13
P4ha2	19	7	12
Ireb2	113	55	58
P4ha3	8	1	7
Cpd	47	7	40
Cpe	1045	943	102
Cpm	13	6	7
Cr2	1	0	1
Pde10a	296	201	95
Cpq	4	2	2
Rnf17	1	0	1
Drap1	884	820	64
Clasrp	233	134	99
Bcat1	190	47	143
Ky	1	1	0
Bcas3	17	3	14
Cep83os	17	14	3
Rnf14	532	347	185
Rnf13	181	88	93
Rnf11	301	195	106
Rnf10	1314	140	1174
Ube2q2	103	65	38
Ube2q1	180	65	115
Scn2a1	176	19	157
Pianp	183	100	83
Kcnn4	1	1	0
Bloc1s6os	19	3	16
Kcnn3	19	3	16
Kcnn2	195	130	65
Kcnn1	39	19	20
Crh	3	1	2
Crk	247	82	165
Gstz1	160	125	35
Wbp2	878	629	249
Puf60	941	807	134
Ube2r2	760	452	308
Wbp1	964	706	258
Wbp4	918	56	862
Spdl1	26	26	0
Kcnj9	4	1	3
Kcnj8	20	17	3
Kcnj6	3	2	1
Bcar1	118	25	93
Kcnk3	21	2	19
Alas1	80	58	22
Kcnk2	680	51	629
Alas2	284	275	9
Kcnk1	100	87	13
Rnf38	157	28	129
Rnf208	307	193	114
Csk	378	154	224
Supt7l	150	25	125
Rnf34	296	288	8
Rnf32	73	42	31
Rnf31	14	9	5
Rpl7a	10417	10206	211
Gm21887	1	0	1
Ptar1	13	12	1
Pde11a	4	0	4
Dram1	1	0	1
Dram2	128	89	39
Rabgap1l	193	63	130
Bcas1	3	2	1
Bcas2	1691	1613	78
Kcnk5	4	3	1
Bcar3	8	8	0
Cth	9	9	0
H2-DMb1	1	1	0
Gpkow	41	22	19
Rnf26	243	0	243
Rnf25	141	78	63
Chuk	295	163	132
Rnf24	67	9	58
Rnf20	464	229	235
Bet1	133	129	4
Rnf103	60	12	48
Tmem69	24	11	13
Tmem67	41	19	22
Tmem68	117	96	21
Tmem65	241	22	219
Tunar	15	10	5
Spdya	13	2	11
Kcnq5	9	0	9
Kcnq4	21	14	7
Kcnq3	186	3	183
Tmem74	20	16	4
Kcnq2	225	26	199
Zbtb1	56	32	24
Tmem70	450	402	48
Ndufa4l2	39	39	0
Zbtb4	49	3	46
Zbtb5	133	47	86
Zbtb2	69	32	37
Zbtb3	33	19	14
Abt1	187	168	19
Cfdp1	1327	1326	1
Tmem79	2	0	2
Vps13a	13	0	13
Vps13b	16	9	7
Vps13c	22	4	18
Vps13d	88	1	87
Qk	487	93	394
Guf1	321	255	66
Mest	434	260	174
Tmem80	287	222	65
Rnf125	2	1	1
Bex4	1445	1395	50
Rnf126	367	333	34
Rnf123	61	11	50
Bex2	4113	3944	169
Bex1	1642	1566	76
Ninj1	124	110	14
Tmem88	5	0	5
Rnf128	3	1	2
Itm2c	333	286	47
Itm2b	2934	2760	174
Itm2a	31	26	5
Rnf121	198	170	28
Rnf122	127	20	107
Oas1c	2	2	0
Tmem97	158	150	8
Tcirg1	3	1	2
Tmem94	54	0	54
Adarb1	89	22	67
Adarb2	13	1	12
Tmem91	20	12	8
Rnf114	448	330	118
Rnf115	208	152	56
Rnf112	36	11	25
Zbtb6	83	30	53
Tmem98	40	34	6
Kcne1l	172	172	0
Tmem8c	1	0	1
Tmem8b	264	2	262
Rnf111	122	28	94
Gpm6b	1681	998	683
Gpm6a	2060	1470	590
Rab10os	153	111	42
Gng11	32	32	0
Gng12	84	58	26
Gng13	1	1	0
